participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.my_id,player.interaction_number,player.round_in_interaction,player.treatment,player.action,player.other_action,player.partner_id,player.potential_payoff,player.other_payoff,player.cum_payoff,player.random_number,player.payoff,group.id_in_subsession,group.action1,group.action2,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,0,6,ASYM,R,U,,100,0,288,4,0,10,D,R,6,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,0,6,ASYM,U,M,,45,80,255,4,0,8,U,M,6,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,0,6,ASYM,L,D,,0,100,150,4,0,9,U,L,6,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,0,6,ASYM,U,R,,0,100,155,4,0,9,U,L,6,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,0,6,ASYM,L,M,,30,95,450,4,0,6,U,L,6,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,0,6,ASYM,D,L,,100,0,315,4,0,10,D,R,6,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,0,6,ASYM,M,M,,48,55,203,4,0,7,M,M,6,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,0,7,ASYM,D,R,,30,30,400,2,0,1,D,M,7,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,0,7,ASYM,R,D,,30,30,223,2,0,5,D,R,7,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,0,7,ASYM,D,L,,100,0,495,2,0,2,D,L,7,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,0,7,ASYM,R,M,,65,15,318,2,0,3,U,R,7,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,0,7,ASYM,U,L,,90,60,255,2,0,3,U,R,7,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,0,7,ASYM,M,U,,80,45,451,2,0,1,D,M,7,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,0,7,ASYM,D,R,,30,30,425,2,0,4,D,L,7,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,0,7,ASYM,L,U,,60,90,296,2,0,2,D,L,7,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,0,7,ASYM,D,M,,65,15,500,2,0,5,D,R,7,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,0,7,ASYM,L,D,,0,100,350,2,0,4,D,L,7,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,0,7,ASYM,M,R,,15,65,170,2,0,6,M,M,7,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,0,7,ASYM,R,U,,100,0,440,2,0,8,U,R,7,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,0,7,ASYM,M,L,,95,30,255,2,0,7,M,M,7,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,0,7,ASYM,M,M,,48,55,336,2,0,10,M,M,7,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,0,7,ASYM,U,R,,0,100,255,2,0,8,U,R,7,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,0,7,ASYM,L,D,,0,100,150,2,0,9,U,L,7,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,0,7,ASYM,U,L,,90,60,245,2,0,9,U,L,7,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,0,7,ASYM,M,D,,15,65,465,2,0,6,M,M,7,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,0,7,ASYM,M,M,,55,48,370,2,0,10,M,M,7,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,0,7,ASYM,M,D,,15,65,218,2,0,7,M,M,7,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,0,8,ASYM,M,R,,15,65,415,19,0,1,M,M,8,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,0,8,ASYM,R,U,,100,0,323,19,0,5,M,R,8,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,0,8,ASYM,U,M,,45,80,540,19,0,2,U,M,8,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,0,8,ASYM,L,D,,0,100,318,19,0,3,U,L,8,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,0,8,ASYM,U,L,,90,60,345,19,0,3,U,L,8,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,0,8,ASYM,M,M,,48,55,499,19,0,1,M,M,8,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,0,8,ASYM,M,R,,15,65,440,19,0,4,M,M,8,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,0,8,ASYM,M,M,,48,55,344,19,0,2,U,M,8,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,0,8,ASYM,M,M,,55,48,555,19,0,5,M,R,8,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,0,8,ASYM,M,M,,48,55,398,19,0,4,M,M,8,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,0,8,ASYM,D,L,,100,0,270,19,0,6,D,R,8,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,0,8,ASYM,M,D,,15,65,455,19,0,8,M,M,8,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,0,8,ASYM,M,M,,55,48,310,19,0,7,M,M,8,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,0,8,ASYM,M,M,,48,55,384,19,0,10,D,M,8,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,0,8,ASYM,M,L,,95,30,350,19,0,8,M,M,8,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,0,8,ASYM,R,U,,100,0,250,19,0,9,D,R,8,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,0,8,ASYM,D,L,,100,0,345,19,0,9,D,R,8,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,0,8,ASYM,R,D,,30,30,495,19,0,6,D,R,8,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,0,8,ASYM,D,R,,30,30,400,19,0,10,D,M,8,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,0,8,ASYM,M,D,,15,65,233,19,0,7,M,M,8,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,1,1,ASYM,M,L,6,95,30,95,10,95,1,M,L,9,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,1,1,ASYM,R,D,5,30,30,30,10,30,3,D,R,9,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,1,1,ASYM,D,L,8,100,0,100,10,100,2,D,L,9,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,1,1,ASYM,M,U,7,80,45,80,10,80,4,U,M,9,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,1,1,ASYM,D,R,2,30,30,30,10,30,3,D,R,9,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,1,1,ASYM,L,M,1,30,95,30,10,30,1,M,L,9,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,1,1,ASYM,U,M,4,45,80,45,10,45,4,U,M,9,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,1,1,ASYM,L,D,3,0,100,0,10,0,2,D,L,9,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,1,1,ASYM,U,M,10,45,80,45,10,45,5,U,M,9,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,1,1,ASYM,M,U,9,80,45,80,10,80,5,U,M,9,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,1,1,ASYM,M,L,18,95,30,95,10,95,6,M,L,9,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,1,1,ASYM,M,D,19,15,65,15,10,15,10,D,M,9,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,1,1,ASYM,M,R,16,15,65,15,10,15,7,M,R,9,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,1,1,ASYM,R,U,17,100,0,100,10,100,9,U,R,9,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,1,1,ASYM,M,R,20,15,65,15,10,15,8,M,R,9,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,1,1,ASYM,R,M,13,65,15,65,10,65,7,M,R,9,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,1,1,ASYM,U,R,14,0,100,0,10,0,9,U,R,9,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,1,1,ASYM,L,M,11,30,95,30,10,30,6,M,L,9,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,1,1,ASYM,D,M,12,65,15,65,10,65,10,D,M,9,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,1,1,ASYM,R,M,15,65,15,65,10,65,8,M,R,9,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,1,2,ASYM,D,L,6,100,0,195,14,100,1,D,L,10,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,1,2,ASYM,M,M,5,48,55,78,14,48,3,M,M,10,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,1,2,ASYM,U,L,8,90,60,190,14,90,2,U,L,10,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,1,2,ASYM,R,D,7,30,30,110,14,30,4,D,R,10,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,1,2,ASYM,M,M,2,55,48,85,14,55,3,M,M,10,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,1,2,ASYM,L,D,1,0,100,30,14,0,1,D,L,10,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,1,2,ASYM,D,R,4,30,30,75,14,30,4,D,R,10,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,1,2,ASYM,L,U,3,60,90,60,14,60,2,U,L,10,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,1,2,ASYM,D,R,10,30,30,75,14,30,5,D,R,10,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,1,2,ASYM,R,D,9,30,30,110,14,30,5,D,R,10,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,1,2,ASYM,D,M,18,65,15,160,14,65,6,D,M,10,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,1,2,ASYM,L,M,19,30,95,45,14,30,10,M,L,10,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,1,2,ASYM,M,R,16,15,65,30,14,15,7,M,R,10,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,1,2,ASYM,L,D,17,0,100,100,14,0,9,D,L,10,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,1,2,ASYM,U,R,20,0,100,15,14,0,8,U,R,10,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,1,2,ASYM,R,M,13,65,15,130,14,65,7,M,R,10,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,1,2,ASYM,D,L,14,100,0,100,14,100,9,D,L,10,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,1,2,ASYM,M,D,11,15,65,45,14,15,6,D,M,10,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,1,2,ASYM,M,L,12,95,30,160,14,95,10,M,L,10,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,1,2,ASYM,R,U,15,100,0,165,14,100,8,U,R,10,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,1,3,ASYM,M,L,6,95,30,290,8,95,1,M,L,11,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,1,3,ASYM,R,M,5,65,15,143,8,65,3,M,R,11,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,1,3,ASYM,D,R,8,30,30,220,8,30,2,D,R,11,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,1,3,ASYM,M,U,7,80,45,190,8,80,4,U,M,11,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,1,3,ASYM,M,R,2,15,65,100,8,15,3,M,R,11,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,1,3,ASYM,L,M,1,30,95,60,8,30,1,M,L,11,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,1,3,ASYM,U,M,4,45,80,120,8,45,4,U,M,11,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,1,3,ASYM,R,D,3,30,30,90,8,30,2,D,R,11,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,1,3,ASYM,U,M,10,45,80,120,8,45,5,U,M,11,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,1,3,ASYM,M,U,9,80,45,190,8,80,5,U,M,11,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,1,3,ASYM,M,R,18,15,65,175,8,15,6,M,R,11,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,1,3,ASYM,M,U,19,80,45,125,8,80,10,U,M,11,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,1,3,ASYM,M,L,16,95,30,125,8,95,7,M,L,11,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,1,3,ASYM,R,D,17,30,30,130,8,30,9,D,R,11,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,1,3,ASYM,U,L,20,90,60,105,8,90,8,U,L,11,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,1,3,ASYM,L,M,13,30,95,160,8,30,7,M,L,11,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,1,3,ASYM,D,R,14,30,30,130,8,30,9,D,R,11,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,1,3,ASYM,R,M,11,65,15,110,8,65,6,M,R,11,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,1,3,ASYM,U,M,12,45,80,205,8,45,10,U,M,11,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,1,3,ASYM,L,U,15,60,90,225,8,60,8,U,L,11,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,1,4,ASYM,M,L,6,95,30,385,8,95,1,M,L,12,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,1,4,ASYM,R,D,5,30,30,173,8,30,3,D,R,12,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,1,4,ASYM,U,R,8,0,100,220,8,0,2,U,R,12,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,1,4,ASYM,L,U,7,60,90,250,8,60,4,U,L,12,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,1,4,ASYM,D,R,2,30,30,130,8,30,3,D,R,12,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,1,4,ASYM,L,M,1,30,95,90,8,30,1,M,L,12,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,1,4,ASYM,U,L,4,90,60,210,8,90,4,U,L,12,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,1,4,ASYM,R,U,3,100,0,190,8,100,2,U,R,12,vlj2jext,,,,,,0
